,imodulon,kegg_id,pvalue,qvalue,precision,recall,f1score,TP,target_set_size,imodulon_size,pathway_name
0,1,map00920,2.2672226300501507e-08,4.466428581198797e-06,0.4444444444444444,0.4,0.4210526315789474,4.0,9.0,10.0,Sulfur metabolism
1,1,map01120,0.00020815593684454773,0.020503359779187953,0.03355704697986577,0.5,0.06289308176100629,5.0,149.0,10.0,Microbial metabolism in diverse environments
2,7,map00072,0.00016961147116042858,0.012230208831034137,0.2,0.4,0.26666666666666666,2.0,10.0,5.0,Synthesis and degradation of ketone bodies
3,7,map00310,0.00016961147116042858,0.012230208831034137,0.2,0.4,0.26666666666666666,2.0,10.0,5.0,Lysine degradation
4,7,map00362,0.0002483291133204901,0.012230208831034137,0.16666666666666666,0.4,0.23529411764705882,2.0,12.0,5.0,Benzoate degradation
5,7,map00380,0.00020712185911847856,0.012230208831034137,0.18181818181818182,0.4,0.25000000000000006,2.0,11.0,5.0,Tryptophan metabolism
6,7,map00900,0.00044993103010041797,0.014772735488297056,0.125,0.4,0.19047619047619047,2.0,16.0,5.0,Terpenoid backbone biosynthesis
7,7,map02020,0.00039403415989087623,0.014772735488297056,0.13333333333333333,0.4,0.2,2.0,15.0,5.0,Two-component system
8,7,map00071,0.0007839410018682003,0.022062339624005063,0.09523809523809523,0.4,0.15384615384615385,2.0,21.0,5.0,Fatty acid degradation
9,7,map00280,0.001027618239943674,0.022493421474322643,0.08333333333333333,0.4,0.13793103448275862,2.0,24.0,5.0,"Valine, leucine and isoleucine degradation"
10,7,map01212,0.001027618239943674,0.022493421474322643,0.08333333333333333,0.4,0.13793103448275862,2.0,24.0,5.0,Fatty acid metabolism
11,7,map00640,0.0018338217449959512,0.032842080342200215,0.0625,0.4,0.10810810810810811,2.0,32.0,5.0,Propanoate metabolism
12,7,map00650,0.0018338217449959512,0.032842080342200215,0.0625,0.4,0.10810810810810811,2.0,32.0,5.0,Butanoate metabolism
13,7,map00620,0.0028636336298645624,0.043395063467947595,0.05,0.4,0.0888888888888889,2.0,40.0,5.0,Pyruvate metabolism
14,7,map00630,0.002722845026507185,0.043395063467947595,0.05128205128205128,0.4,0.09090909090909091,2.0,39.0,5.0,Glyoxylate and dicarboxylate metabolism
15,7,map00720,0.005001499931582835,0.07037824903727274,0.03773584905660377,0.4,0.06896551724137931,2.0,53.0,5.0,Carbon fixation pathways in prokaryotes
16,11,map01220,0.00016617110540491156,0.03273570776476758,0.2857142857142857,0.2857142857142857,0.2857142857142857,2.0,7.0,7.0,Degradation of aromatic compounds
17,21,map00740,0.00011886646756294138,0.023416694109899452,0.3333333333333333,0.2857142857142857,0.30769230769230765,2.0,6.0,7.0,Riboflavin metabolism
18,24,map00730,8.165078151856082e-05,0.016085203959156483,0.2222222222222222,0.5,0.30769230769230765,2.0,9.0,4.0,Thiamine metabolism
19,25,map02010,2.1647828918458927e-06,0.0004264622296936409,0.25,0.5,0.3333333333333333,3.0,12.0,6.0,ABC transporters
20,28,map00072,5.112088001884719e-05,0.010070813363712896,0.2,0.6666666666666666,0.30769230769230765,2.0,10.0,3.0,Synthesis and degradation of ketone bodies
21,28,map00900,0.00013608409035758688,0.01340428290022231,0.125,0.6666666666666666,0.21052631578947367,2.0,16.0,3.0,Terpenoid backbone biosynthesis
22,28,map00280,0.0003122627549883436,0.020505254244234564,0.08333333333333333,0.6666666666666666,0.14814814814814814,2.0,24.0,3.0,"Valine, leucine and isoleucine degradation"
23,28,map00650,0.0005598547922784656,0.027572848519714435,0.0625,0.6666666666666666,0.11428571428571428,2.0,32.0,3.0,Butanoate metabolism
24,29,map00230,1.2367824307930567e-07,2.436461388662322e-05,0.1111111111111111,0.625,0.18867924528301885,5.0,45.0,8.0,Purine metabolism
25,29,map01130,5.8614719447190426e-05,0.005773549865548257,0.032679738562091505,0.625,0.062111801242236024,5.0,153.0,8.0,
26,29,map01110,0.00010668435801981792,0.00700560617663471,0.028901734104046242,0.625,0.05524861878453038,5.0,173.0,8.0,Biosynthesis of secondary metabolites
27,32,map01210,1.2905552776868957e-06,0.0002542393897043185,0.11538461538461539,1.0,0.20689655172413793,3.0,26.0,3.0,2-Oxocarboxylic acid metabolism
28,32,map01230,5.261246409939319e-05,0.00518232771379023,0.034482758620689655,1.0,0.06666666666666667,3.0,87.0,3.0,Biosynthesis of amino acids
29,32,map00300,0.00011910832478254055,0.007821446660720164,0.13333333333333333,0.6666666666666666,0.2222222222222222,2.0,15.0,3.0,Lysine biosynthesis
30,33,map00250,6.601686612782973e-07,0.00013005322627182458,0.14285714285714285,1.0,0.25,3.0,21.0,3.0,"Alanine, aspartate and glutamate metabolism"
31,33,map00220,8.853209204935045e-05,0.008720411066861021,0.15384615384615385,0.6666666666666666,0.25,2.0,13.0,3.0,Arginine biosynthesis
32,34,map00720,4.575095566280166e-05,0.009012938265571927,0.05660377358490566,0.75,0.10526315789473685,3.0,53.0,4.0,Carbon fixation pathways in prokaryotes
33,34,map01200,0.000402366214224936,0.0396330721011562,0.027522935779816515,0.75,0.05309734513274336,3.0,109.0,4.0,Carbon metabolism
34,34,map01120,0.0010214719946923748,0.06707666098479928,0.020134228187919462,0.75,0.0392156862745098,3.0,149.0,4.0,Microbial metabolism in diverse environments
